epoca,a,b,mse
8847,2.0000018834,1.0259573574,0.2317260944
8848,2.0000018834,1.0259573574,0.2317260944
8849,2.0000018834,1.0259573574,0.2317260944
8850,2.0000018834,1.0259573574,0.2317260944
8851,2.0000018834,1.0259573574,0.2317260944
8852,2.0000018834,1.0259573574,0.2317260944
8853,2.0000018834,1.0259573574,0.2317260944
8854,2.0000018834,1.0259573574,0.2317260944
8855,2.0000018834,1.0259573574,0.2317260944
8856,2.0000018834,1.0259573574,0.2317260944
8857,2.0000018834,1.0259573574,0.2317260944
8858,2.0000018834,1.0259573574,0.2317260944
8859,2.0000018834,1.0259573574,0.2317260944
8860,2.0000018834,1.0259573574,0.2317260944
8861,2.0000018834,1.0259573574,0.2317260944
8862,2.0000018834,1.0259573574,0.2317260944
8863,2.0000018834,1.0259573574,0.2317260944
8864,2.0000018834,1.0259573574,0.2317260944
8865,2.0000018834,1.0259573574,0.2317260944
8866,2.0000018834,1.0259573574,0.2317260944
8867,2.0000018834,1.0259573574,0.2317260944
8868,2.0000018834,1.0259573574,0.2317260944
8869,2.0000018834,1.0259573574,0.2317260944
8870,2.0000018834,1.0259573574,0.2317260944
8871,2.0000018834,1.0259573574,0.2317260944
8872,2.0000018834,1.0259573574,0.2317260944
8873,2.0000018834,1.0259573574,0.2317260944
8874,2.0000018834,1.0259573574,0.2317260944
8875,2.0000018834,1.0259573574,0.2317260944
8876,2.0000018834,1.0259573574,0.2317260944
8877,2.0000018834,1.0259573574,0.2317260944
8878,2.0000018834,1.0259573574,0.2317260944
8879,2.0000018834,1.0259573574,0.2317260944
8880,2.0000018834,1.0259573574,0.2317260944
8881,2.0000018834,1.0259573574,0.2317260944
8882,2.0000018834,1.0259573574,0.2317260944
8883,2.0000018834,1.0259573574,0.2317260944
8884,2.0000018834,1.0259573574,0.2317260944
8885,2.0000018834,1.0259573574,0.2317260944
8886,2.0000018834,1.0259573574,0.2317260944
8887,2.0000018834,1.0259573574,0.2317260944
8888,2.0000018834,1.0259573574,0.2317260944
8889,2.0000018834,1.0259573574,0.2317260944
8890,2.0000018834,1.0259573574,0.2317260944
8891,2.0000018834,1.0259573574,0.2317260944
8892,2.0000018834,1.0259573574,0.2317260944
8893,2.0000018834,1.0259573574,0.2317260944
8894,2.0000018834,1.0259573574,0.2317260944
8895,2.0000018834,1.0259573574,0.2317260944
8896,2.0000018834,1.0259573574,0.2317260944
8897,2.0000018834,1.0259573574,0.2317260944
8898,2.0000018834,1.0259573574,0.2317260944
8899,2.0000018834,1.0259573574,0.2317260944
8900,2.0000018834,1.0259573574,0.2317260944
8901,2.0000018834,1.0259573574,0.2317260944
8902,2.0000018834,1.0259573574,0.2317260944
8903,2.0000018834,1.0259573574,0.2317260944
8904,2.0000018834,1.0259573574,0.2317260944
8905,2.0000018834,1.0259573574,0.2317260944
8906,2.0000018834,1.0259573574,0.2317260944
8907,2.0000018834,1.0259573574,0.2317260944
8908,2.0000018834,1.0259573574,0.2317260944
8909,2.0000018834,1.0259573574,0.2317260944
8910,2.0000018834,1.0259573574,0.2317260944
8911,2.0000018834,1.0259573574,0.2317260944
8912,2.0000018834,1.0259573574,0.2317260944
8913,2.0000018834,1.0259573574,0.2317260944
8914,2.0000018834,1.0259573574,0.2317260944
8915,2.0000018834,1.0259573574,0.2317260944
8916,2.0000018834,1.0259573574,0.2317260944
8917,2.0000018834,1.0259573574,0.2317260944
8918,2.0000018834,1.0259573574,0.2317260944
8919,2.0000018834,1.0259573574,0.2317260944
8920,2.0000018834,1.0259573574,0.2317260944
8921,2.0000018834,1.0259573574,0.2317260944
8922,2.0000018834,1.0259573574,0.2317260944
8923,2.0000018834,1.0259573574,0.2317260944
8924,2.0000018834,1.0259573574,0.2317260944
8925,2.0000018834,1.0259573574,0.2317260944
8926,2.0000018834,1.0259573574,0.2317260944
8927,2.0000018834,1.0259573574,0.2317260944
8928,2.0000018834,1.0259573574,0.2317260944
8929,2.0000018834,1.0259573574,0.2317260944
8930,2.0000018834,1.0259573574,0.2317260944
8931,2.0000018834,1.0259573574,0.2317260944
8932,2.0000018834,1.0259573574,0.2317260944
8933,2.0000018834,1.0259573574,0.2317260944
8934,2.0000018834,1.0259573574,0.2317260944
8935,2.0000018834,1.0259573574,0.2317260944
8936,2.0000018834,1.0259573574,0.2317260944
8937,2.0000018834,1.0259573574,0.2317260944
8938,2.0000018834,1.0259573574,0.2317260944
8939,2.0000018834,1.0259573574,0.2317260944
8940,2.0000018834,1.0259573574,0.2317260944
8941,2.0000018834,1.0259573574,0.2317260944
8942,2.0000018834,1.0259573574,0.2317260944
8943,2.0000018834,1.0259573574,0.2317260944
8944,2.0000018834,1.0259573574,0.2317260944
8945,2.0000018834,1.0259573574,0.2317260944
8946,2.0000018834,1.0259573574,0.2317260944
8947,2.0000018834,1.0259573574,0.2317260944
8948,2.0000018834,1.0259573574,0.2317260944
8949,2.0000018834,1.0259573574,0.2317260944
8950,2.0000018834,1.0259573574,0.2317260944
8951,2.0000018834,1.0259573574,0.2317260944
8952,2.0000018834,1.0259573574,0.2317260944
8953,2.0000018834,1.0259573574,0.2317260944
8954,2.0000018834,1.0259573574,0.2317260944
8955,2.0000018834,1.0259573574,0.2317260944
8956,2.0000018834,1.0259573574,0.2317260944
8957,2.0000018834,1.0259573574,0.2317260944
8958,2.0000018834,1.0259573574,0.2317260944
8959,2.0000018834,1.0259573574,0.2317260944
8960,2.0000018834,1.0259573574,0.2317260944
8961,2.0000018834,1.0259573574,0.2317260944
8962,2.0000018834,1.0259573574,0.2317260944
8963,2.0000018834,1.0259573574,0.2317260944
8964,2.0000018834,1.0259573574,0.2317260944
8965,2.0000018834,1.0259573574,0.2317260944
8966,2.0000018834,1.0259573574,0.2317260944
8967,2.0000018834,1.0259573574,0.2317260944
8968,2.0000018834,1.0259573574,0.2317260944
8969,2.0000018834,1.0259573574,0.2317260944
8970,2.0000018834,1.0259573574,0.2317260944
8971,2.0000018834,1.0259573574,0.2317260944
8972,2.0000018834,1.0259573574,0.2317260944
8973,2.0000018834,1.0259573574,0.2317260944
8974,2.0000018834,1.0259573574,0.2317260944
8975,2.0000018834,1.0259573574,0.2317260944
8976,2.0000018834,1.0259573574,0.2317260944
8977,2.0000018834,1.0259573574,0.2317260944
8978,2.0000018834,1.0259573574,0.2317260944
8979,2.0000018834,1.0259573574,0.2317260944
8980,2.0000018834,1.0259573574,0.2317260944
8981,2.0000018834,1.0259573574,0.2317260944
8982,2.0000018834,1.0259573574,0.2317260944
8983,2.0000018834,1.0259573574,0.2317260944
8984,2.0000018834,1.0259573574,0.2317260944
8985,2.0000018834,1.0259573574,0.2317260944
8986,2.0000018834,1.0259573574,0.2317260944
8987,2.0000018834,1.0259573574,0.2317260944
8988,2.0000018834,1.0259573574,0.2317260944
8989,2.0000018834,1.0259573574,0.2317260944
8990,2.0000018834,1.0259573574,0.2317260944
8991,2.0000018834,1.0259573574,0.2317260944
8992,2.0000018834,1.0259573574,0.2317260944
8993,2.0000018834,1.0259573574,0.2317260944
8994,2.0000018834,1.0259573574,0.2317260944
8995,2.0000018834,1.0259573574,0.2317260944
8996,2.0000018834,1.0259573574,0.2317260944
8997,2.0000018834,1.0259573574,0.2317260944
8998,2.0000018834,1.0259573574,0.2317260944
8999,2.0000018834,1.0259573574,0.2317260944
9000,2.0000018834,1.0259573574,0.2317260944
9001,2.0000018834,1.0259573574,0.2317260944
9002,2.0000018834,1.0259573574,0.2317260944
9003,2.0000018834,1.0259573574,0.2317260944
9004,2.0000018834,1.0259573574,0.2317260944
9005,2.0000018834,1.0259573574,0.2317260944
9006,2.0000018834,1.0259573574,0.2317260944
9007,2.0000018834,1.0259573574,0.2317260944
9008,2.0000018834,1.0259573574,0.2317260944
9009,2.0000018834,1.0259573574,0.2317260944
9010,2.0000018834,1.0259573574,0.2317260944
9011,2.0000018834,1.0259573574,0.2317260944
9012,2.0000018834,1.0259573574,0.2317260944
9013,2.0000018834,1.0259573574,0.2317260944
9014,2.0000018834,1.0259573574,0.2317260944
9015,2.0000018834,1.0259573574,0.2317260944
9016,2.0000018834,1.0259573574,0.2317260944
9017,2.0000018834,1.0259573574,0.2317260944
9018,2.0000018834,1.0259573574,0.2317260944
9019,2.0000018834,1.0259573574,0.2317260944
9020,2.0000018834,1.0259573574,0.2317260944
9021,2.0000018834,1.0259573574,0.2317260944
9022,2.0000018834,1.0259573574,0.2317260944
9023,2.0000018834,1.0259573574,0.2317260944
9024,2.0000018834,1.0259573574,0.2317260944
9025,2.0000018834,1.0259573574,0.2317260944
9026,2.0000018834,1.0259573574,0.2317260944
9027,2.0000018834,1.0259573574,0.2317260944
9028,2.0000018834,1.0259573574,0.2317260944
9029,2.0000018834,1.0259573574,0.2317260944
9030,2.0000018834,1.0259573574,0.2317260944
9031,2.0000018834,1.0259573574,0.2317260944
9032,2.0000018834,1.0259573574,0.2317260944
9033,2.0000018834,1.0259573574,0.2317260944
9034,2.0000018834,1.0259573574,0.2317260944
9035,2.0000018834,1.0259573574,0.2317260944
9036,2.0000018834,1.0259573574,0.2317260944
9037,2.0000018834,1.0259573574,0.2317260944
9038,2.0000018834,1.0259573574,0.2317260944
9039,2.0000018834,1.0259573574,0.2317260944
9040,2.0000018834,1.0259573574,0.2317260944
9041,2.0000018834,1.0259573574,0.2317260944
9042,2.0000018834,1.0259573574,0.2317260944
9043,2.0000018834,1.0259573574,0.2317260944
9044,2.0000018834,1.0259573574,0.2317260944
9045,2.0000018834,1.0259573574,0.2317260944
9046,2.0000018834,1.0259573574,0.2317260944
9047,2.0000018834,1.0259573574,0.2317260944
9048,2.0000018834,1.0259573574,0.2317260944
9049,2.0000018834,1.0259573574,0.2317260944
9050,2.0000018834,1.0259573574,0.2317260944
9051,2.0000018834,1.0259573574,0.2317260944
9052,2.0000018834,1.0259573574,0.2317260944
9053,2.0000018834,1.0259573574,0.2317260944
9054,2.0000018834,1.0259573574,0.2317260944
9055,2.0000018834,1.0259573574,0.2317260944
9056,2.0000018834,1.0259573574,0.2317260944
9057,2.0000018834,1.0259573574,0.2317260944
9058,2.0000018834,1.0259573574,0.2317260944
9059,2.0000018834,1.0259573574,0.2317260944
9060,2.0000018834,1.0259573574,0.2317260944
9061,2.0000018834,1.0259573574,0.2317260944
9062,2.0000018834,1.0259573574,0.2317260944
9063,2.0000018834,1.0259573574,0.2317260944
9064,2.0000018834,1.0259573574,0.2317260944
9065,2.0000018834,1.0259573574,0.2317260944
9066,2.0000018834,1.0259573574,0.2317260944
9067,2.0000018834,1.0259573574,0.2317260944
9068,2.0000018834,1.0259573574,0.2317260944
9069,2.0000018834,1.0259573574,0.2317260944
9070,2.0000018834,1.0259573574,0.2317260944
9071,2.0000018834,1.0259573574,0.2317260944
9072,2.0000018834,1.0259573574,0.2317260944
9073,2.0000018834,1.0259573574,0.2317260944
9074,2.0000018834,1.0259573574,0.2317260944
9075,2.0000018834,1.0259573574,0.2317260944
9076,2.0000018834,1.0259573574,0.2317260944
9077,2.0000018834,1.0259573574,0.2317260944
9078,2.0000018834,1.0259573574,0.2317260944
9079,2.0000018834,1.0259573574,0.2317260944
9080,2.0000018834,1.0259573574,0.2317260944
9081,2.0000018834,1.0259573574,0.2317260944
9082,2.0000018834,1.0259573574,0.2317260944
9083,2.0000018834,1.0259573574,0.2317260944
9084,2.0000018834,1.0259573574,0.2317260944
9085,2.0000018834,1.0259573574,0.2317260944
9086,2.0000018834,1.0259573574,0.2317260944
9087,2.0000018834,1.0259573574,0.2317260944
9088,2.0000018834,1.0259573574,0.2317260944
9089,2.0000018834,1.0259573574,0.2317260944
9090,2.0000018834,1.0259573574,0.2317260944
9091,2.0000018834,1.0259573574,0.2317260944
9092,2.0000018834,1.0259573574,0.2317260944
9093,2.0000018834,1.0259573574,0.2317260944
9094,2.0000018834,1.0259573574,0.2317260944
9095,2.0000018834,1.0259573574,0.2317260944
9096,2.0000018834,1.0259573574,0.2317260944
9097,2.0000018834,1.0259573574,0.2317260944
9098,2.0000018834,1.0259573574,0.2317260944
9099,2.0000018834,1.0259573574,0.2317260944
9100,2.0000018834,1.0259573574,0.2317260944
9101,2.0000018834,1.0259573574,0.2317260944
9102,2.0000018834,1.0259573574,0.2317260944
9103,2.0000018834,1.0259573574,0.2317260944
9104,2.0000018834,1.0259573574,0.2317260944
9105,2.0000018834,1.0259573574,0.2317260944
9106,2.0000018834,1.0259573574,0.2317260944
9107,2.0000018834,1.0259573574,0.2317260944
9108,2.0000018834,1.0259573574,0.2317260944
9109,2.0000018834,1.0259573574,0.2317260944
9110,2.0000018834,1.0259573574,0.2317260944
9111,2.0000018834,1.0259573574,0.2317260944
9112,2.0000018834,1.0259573574,0.2317260944
9113,2.0000018834,1.0259573574,0.2317260944
9114,2.0000018834,1.0259573574,0.2317260944
9115,2.0000018834,1.0259573574,0.2317260944
9116,2.0000018834,1.0259573574,0.2317260944
9117,2.0000018834,1.0259573574,0.2317260944
9118,2.0000018834,1.0259573574,0.2317260944
9119,2.0000018834,1.0259573574,0.2317260944
9120,2.0000018834,1.0259573574,0.2317260944
9121,2.0000018834,1.0259573574,0.2317260944
9122,2.0000018834,1.0259573574,0.2317260944
9123,2.0000018834,1.0259573574,0.2317260944
9124,2.0000018834,1.0259573574,0.2317260944
9125,2.0000018834,1.0259573574,0.2317260944
9126,2.0000018834,1.0259573574,0.2317260944
9127,2.0000018834,1.0259573574,0.2317260944
9128,2.0000018834,1.0259573574,0.2317260944
9129,2.0000018834,1.0259573574,0.2317260944
9130,2.0000018834,1.0259573574,0.2317260944
9131,2.0000018834,1.0259573574,0.2317260944
9132,2.0000018834,1.0259573574,0.2317260944
9133,2.0000018834,1.0259573574,0.2317260944
9134,2.0000018834,1.0259573574,0.2317260944
9135,2.0000018834,1.0259573574,0.2317260944
9136,2.0000018834,1.0259573574,0.2317260944
9137,2.0000018834,1.0259573574,0.2317260944
9138,2.0000018834,1.0259573574,0.2317260944
9139,2.0000018834,1.0259573574,0.2317260944
9140,2.0000018834,1.0259573574,0.2317260944
9141,2.0000018834,1.0259573574,0.2317260944
9142,2.0000018834,1.0259573574,0.2317260944
9143,2.0000018834,1.0259573574,0.2317260944
9144,2.0000018834,1.0259573574,0.2317260944
9145,2.0000018834,1.0259573574,0.2317260944
9146,2.0000018834,1.0259573574,0.2317260944
9147,2.0000018834,1.0259573574,0.2317260944
9148,2.0000018834,1.0259573574,0.2317260944
9149,2.0000018834,1.0259573574,0.2317260944
9150,2.0000018834,1.0259573574,0.2317260944
9151,2.0000018834,1.0259573574,0.2317260944
9152,2.0000018834,1.0259573574,0.2317260944
9153,2.0000018834,1.0259573574,0.2317260944
9154,2.0000018834,1.0259573574,0.2317260944
9155,2.0000018834,1.0259573574,0.2317260944
9156,2.0000018834,1.0259573574,0.2317260944
9157,2.0000018834,1.0259573574,0.2317260944
9158,2.0000018834,1.0259573574,0.2317260944
9159,2.0000018834,1.0259573574,0.2317260944
9160,2.0000018834,1.0259573574,0.2317260944
9161,2.0000018834,1.0259573574,0.2317260944
9162,2.0000018834,1.0259573574,0.2317260944
9163,2.0000018834,1.0259573574,0.2317260944
9164,2.0000018834,1.0259573574,0.2317260944
9165,2.0000018834,1.0259573574,0.2317260944
9166,2.0000018834,1.0259573574,0.2317260944
9167,2.0000018834,1.0259573574,0.2317260944
9168,2.0000018834,1.0259573574,0.2317260944
9169,2.0000018834,1.0259573574,0.2317260944
9170,2.0000018834,1.0259573574,0.2317260944
9171,2.0000018834,1.0259573574,0.2317260944
9172,2.0000018834,1.0259573574,0.2317260944
9173,2.0000018834,1.0259573574,0.2317260944
9174,2.0000018834,1.0259573574,0.2317260944
9175,2.0000018834,1.0259573574,0.2317260944
9176,2.0000018834,1.0259573574,0.2317260944
9177,2.0000018834,1.0259573574,0.2317260944
9178,2.0000018834,1.0259573574,0.2317260944
9179,2.0000018834,1.0259573574,0.2317260944
9180,2.0000018834,1.0259573574,0.2317260944
9181,2.0000018834,1.0259573574,0.2317260944
9182,2.0000018834,1.0259573574,0.2317260944
9183,2.0000018834,1.0259573574,0.2317260944
9184,2.0000018834,1.0259573574,0.2317260944
9185,2.0000018834,1.0259573574,0.2317260944
9186,2.0000018834,1.0259573574,0.2317260944
9187,2.0000018834,1.0259573574,0.2317260944
9188,2.0000018834,1.0259573574,0.2317260944
9189,2.0000018834,1.0259573574,0.2317260944
9190,2.0000018834,1.0259573574,0.2317260944
9191,2.0000018834,1.0259573574,0.2317260944
9192,2.0000018834,1.0259573574,0.2317260944
9193,2.0000018834,1.0259573574,0.2317260944
9194,2.0000018834,1.0259573574,0.2317260944
9195,2.0000018834,1.0259573574,0.2317260944
9196,2.0000018834,1.0259573574,0.2317260944
9197,2.0000018834,1.0259573574,0.2317260944
9198,2.0000018834,1.0259573574,0.2317260944
9199,2.0000018834,1.0259573574,0.2317260944
9200,2.0000018834,1.0259573574,0.2317260944
9201,2.0000018834,1.0259573574,0.2317260944
9202,2.0000018834,1.0259573574,0.2317260944
9203,2.0000018834,1.0259573574,0.2317260944
9204,2.0000018834,1.0259573574,0.2317260944
9205,2.0000018834,1.0259573574,0.2317260944
9206,2.0000018834,1.0259573574,0.2317260944
9207,2.0000018834,1.0259573574,0.2317260944
9208,2.0000018834,1.0259573574,0.2317260944
9209,2.0000018834,1.0259573574,0.2317260944
9210,2.0000018834,1.0259573574,0.2317260944
9211,2.0000018834,1.0259573574,0.2317260944
9212,2.0000018834,1.0259573574,0.2317260944
9213,2.0000018834,1.0259573574,0.2317260944
9214,2.0000018834,1.0259573574,0.2317260944
9215,2.0000018834,1.0259573574,0.2317260944
9216,2.0000018834,1.0259573574,0.2317260944
9217,2.0000018834,1.0259573574,0.2317260944
9218,2.0000018834,1.0259573574,0.2317260944
9219,2.0000018834,1.0259573574,0.2317260944
9220,2.0000018834,1.0259573574,0.2317260944
9221,2.0000018834,1.0259573574,0.2317260944
9222,2.0000018834,1.0259573574,0.2317260944
9223,2.0000018834,1.0259573574,0.2317260944
9224,2.0000018834,1.0259573574,0.2317260944
9225,2.0000018834,1.0259573574,0.2317260944
9226,2.0000018834,1.0259573574,0.2317260944
9227,2.0000018834,1.0259573574,0.2317260944
9228,2.0000018834,1.0259573574,0.2317260944
9229,2.0000018834,1.0259573574,0.2317260944
9230,2.0000018834,1.0259573574,0.2317260944
9231,2.0000018834,1.0259573574,0.2317260944
9232,2.0000018834,1.0259573574,0.2317260944
9233,2.0000018834,1.0259573574,0.2317260944
9234,2.0000018834,1.0259573574,0.2317260944
9235,2.0000018834,1.0259573574,0.2317260944
9236,2.0000018834,1.0259573574,0.2317260944
9237,2.0000018834,1.0259573574,0.2317260944
9238,2.0000018834,1.0259573574,0.2317260944
9239,2.0000018834,1.0259573574,0.2317260944
9240,2.0000018834,1.0259573574,0.2317260944
9241,2.0000018834,1.0259573574,0.2317260944
9242,2.0000018834,1.0259573574,0.2317260944
9243,2.0000018834,1.0259573574,0.2317260944
9244,2.0000018834,1.0259573574,0.2317260944
9245,2.0000018834,1.0259573574,0.2317260944
9246,2.0000018834,1.0259573574,0.2317260944
9247,2.0000018834,1.0259573574,0.2317260944
9248,2.0000018834,1.0259573574,0.2317260944
9249,2.0000018834,1.0259573574,0.2317260944
9250,2.0000018834,1.0259573574,0.2317260944
9251,2.0000018834,1.0259573574,0.2317260944
9252,2.0000018834,1.0259573574,0.2317260944
9253,2.0000018834,1.0259573574,0.2317260944
9254,2.0000018834,1.0259573574,0.2317260944
9255,2.0000018834,1.0259573574,0.2317260944
9256,2.0000018834,1.0259573574,0.2317260944
9257,2.0000018834,1.0259573574,0.2317260944
9258,2.0000018834,1.0259573574,0.2317260944
9259,2.0000018834,1.0259573574,0.2317260944
9260,2.0000018834,1.0259573574,0.2317260944
9261,2.0000018834,1.0259573574,0.2317260944
9262,2.0000018834,1.0259573574,0.2317260944
9263,2.0000018834,1.0259573574,0.2317260944
9264,2.0000018834,1.0259573574,0.2317260944
9265,2.0000018834,1.0259573574,0.2317260944
9266,2.0000018834,1.0259573574,0.2317260944
9267,2.0000018834,1.0259573574,0.2317260944
9268,2.0000018834,1.0259573574,0.2317260944
9269,2.0000018834,1.0259573574,0.2317260944
9270,2.0000018834,1.0259573574,0.2317260944
9271,2.0000018834,1.0259573574,0.2317260944
9272,2.0000018834,1.0259573574,0.2317260944
9273,2.0000018834,1.0259573574,0.2317260944
9274,2.0000018834,1.0259573574,0.2317260944
9275,2.0000018834,1.0259573574,0.2317260944
9276,2.0000018834,1.0259573574,0.2317260944
9277,2.0000018834,1.0259573574,0.2317260944
9278,2.0000018834,1.0259573574,0.2317260944
9279,2.0000018834,1.0259573574,0.2317260944
9280,2.0000018834,1.0259573574,0.2317260944
9281,2.0000018834,1.0259573574,0.2317260944
9282,2.0000018834,1.0259573574,0.2317260944
9283,2.0000018834,1.0259573574,0.2317260944
9284,2.0000018834,1.0259573574,0.2317260944
9285,2.0000018834,1.0259573574,0.2317260944
9286,2.0000018834,1.0259573574,0.2317260944
9287,2.0000018834,1.0259573574,0.2317260944
9288,2.0000018834,1.0259573574,0.2317260944
9289,2.0000018834,1.0259573574,0.2317260944
9290,2.0000018834,1.0259573574,0.2317260944
9291,2.0000018834,1.0259573574,0.2317260944
9292,2.0000018834,1.0259573574,0.2317260944
9293,2.0000018834,1.0259573574,0.2317260944
9294,2.0000018834,1.0259573574,0.2317260944
9295,2.0000018834,1.0259573574,0.2317260944
9296,2.0000018834,1.0259573574,0.2317260944
9297,2.0000018834,1.0259573574,0.2317260944
9298,2.0000018834,1.0259573574,0.2317260944
9299,2.0000018834,1.0259573574,0.2317260944
9300,2.0000018834,1.0259573574,0.2317260944
9301,2.0000018834,1.0259573574,0.2317260944
9302,2.0000018834,1.0259573574,0.2317260944
9303,2.0000018834,1.0259573574,0.2317260944
9304,2.0000018834,1.0259573574,0.2317260944
9305,2.0000018834,1.0259573574,0.2317260944
9306,2.0000018834,1.0259573574,0.2317260944
9307,2.0000018834,1.0259573574,0.2317260944
9308,2.0000018834,1.0259573574,0.2317260944
9309,2.0000018834,1.0259573574,0.2317260944
9310,2.0000018834,1.0259573574,0.2317260944
9311,2.0000018834,1.0259573574,0.2317260944
9312,2.0000018834,1.0259573574,0.2317260944
9313,2.0000018834,1.0259573574,0.2317260944
9314,2.0000018834,1.0259573574,0.2317260944
9315,2.0000018834,1.0259573574,0.2317260944
9316,2.0000018834,1.0259573574,0.2317260944
9317,2.0000018834,1.0259573574,0.2317260944
9318,2.0000018834,1.0259573574,0.2317260944
9319,2.0000018834,1.0259573574,0.2317260944
9320,2.0000018834,1.0259573574,0.2317260944
9321,2.0000018834,1.0259573574,0.2317260944
9322,2.0000018834,1.0259573574,0.2317260944
9323,2.0000018834,1.0259573574,0.2317260944
9324,2.0000018834,1.0259573574,0.2317260944
9325,2.0000018834,1.0259573574,0.2317260944
9326,2.0000018834,1.0259573574,0.2317260944
9327,2.0000018834,1.0259573574,0.2317260944
9328,2.0000018834,1.0259573574,0.2317260944
9329,2.0000018834,1.0259573574,0.2317260944
9330,2.0000018834,1.0259573574,0.2317260944
9331,2.0000018834,1.0259573574,0.2317260944
9332,2.0000018834,1.0259573574,0.2317260944
9333,2.0000018834,1.0259573574,0.2317260944
9334,2.0000018834,1.0259573574,0.2317260944
9335,2.0000018834,1.0259573574,0.2317260944
9336,2.0000018834,1.0259573574,0.2317260944
9337,2.0000018834,1.0259573574,0.2317260944
9338,2.0000018834,1.0259573574,0.2317260944
9339,2.0000018834,1.0259573574,0.2317260944
9340,2.0000018834,1.0259573574,0.2317260944
9341,2.0000018834,1.0259573574,0.2317260944
9342,2.0000018834,1.0259573574,0.2317260944
9343,2.0000018834,1.0259573574,0.2317260944
9344,2.0000018834,1.0259573574,0.2317260944
9345,2.0000018834,1.0259573574,0.2317260944
9346,2.0000018834,1.0259573574,0.2317260944
9347,2.0000018834,1.0259573574,0.2317260944
9348,2.0000018834,1.0259573574,0.2317260944
9349,2.0000018834,1.0259573574,0.2317260944
9350,2.0000018834,1.0259573574,0.2317260944
9351,2.0000018834,1.0259573574,0.2317260944
9352,2.0000018834,1.0259573574,0.2317260944
9353,2.0000018834,1.0259573574,0.2317260944
9354,2.0000018834,1.0259573574,0.2317260944
9355,2.0000018834,1.0259573574,0.2317260944
9356,2.0000018834,1.0259573574,0.2317260944
9357,2.0000018834,1.0259573574,0.2317260944
9358,2.0000018834,1.0259573574,0.2317260944
9359,2.0000018834,1.0259573574,0.2317260944
9360,2.0000018834,1.0259573574,0.2317260944
9361,2.0000018834,1.0259573574,0.2317260944
9362,2.0000018834,1.0259573574,0.2317260944
9363,2.0000018834,1.0259573574,0.2317260944
9364,2.0000018834,1.0259573574,0.2317260944
9365,2.0000018834,1.0259573574,0.2317260944
9366,2.0000018834,1.0259573574,0.2317260944
9367,2.0000018834,1.0259573574,0.2317260944
9368,2.0000018834,1.0259573574,0.2317260944
9369,2.0000018834,1.0259573574,0.2317260944
9370,2.0000018834,1.0259573574,0.2317260944
9371,2.0000018834,1.0259573574,0.2317260944
9372,2.0000018834,1.0259573574,0.2317260944
9373,2.0000018834,1.0259573574,0.2317260944
9374,2.0000018834,1.0259573574,0.2317260944
9375,2.0000018834,1.0259573574,0.2317260944
9376,2.0000018834,1.0259573574,0.2317260944
9377,2.0000018834,1.0259573574,0.2317260944
9378,2.0000018834,1.0259573574,0.2317260944
9379,2.0000018834,1.0259573574,0.2317260944
9380,2.0000018834,1.0259573574,0.2317260944
9381,2.0000018834,1.0259573574,0.2317260944
9382,2.0000018834,1.0259573574,0.2317260944
9383,2.0000018834,1.0259573574,0.2317260944
9384,2.0000018834,1.0259573574,0.2317260944
9385,2.0000018834,1.0259573574,0.2317260944
9386,2.0000018834,1.0259573574,0.2317260944
9387,2.0000018834,1.0259573574,0.2317260944
9388,2.0000018834,1.0259573574,0.2317260944
9389,2.0000018834,1.0259573574,0.2317260944
9390,2.0000018834,1.0259573574,0.2317260944
9391,2.0000018834,1.0259573574,0.2317260944
9392,2.0000018834,1.0259573574,0.2317260944
9393,2.0000018834,1.0259573574,0.2317260944
9394,2.0000018834,1.0259573574,0.2317260944
9395,2.0000018834,1.0259573574,0.2317260944
9396,2.0000018834,1.0259573574,0.2317260944
9397,2.0000018834,1.0259573574,0.2317260944
9398,2.0000018834,1.0259573574,0.2317260944
9399,2.0000018834,1.0259573574,0.2317260944
9400,2.0000018834,1.0259573574,0.2317260944
9401,2.0000018834,1.0259573574,0.2317260944
9402,2.0000018834,1.0259573574,0.2317260944
9403,2.0000018834,1.0259573574,0.2317260944
9404,2.0000018834,1.0259573574,0.2317260944
9405,2.0000018834,1.0259573574,0.2317260944
9406,2.0000018834,1.0259573574,0.2317260944
9407,2.0000018834,1.0259573574,0.2317260944
9408,2.0000018834,1.0259573574,0.2317260944
9409,2.0000018834,1.0259573574,0.2317260944
9410,2.0000018834,1.0259573574,0.2317260944
9411,2.0000018834,1.0259573574,0.2317260944
9412,2.0000018834,1.0259573574,0.2317260944
9413,2.0000018834,1.0259573574,0.2317260944
9414,2.0000018834,1.0259573574,0.2317260944
9415,2.0000018834,1.0259573574,0.2317260944
9416,2.0000018834,1.0259573574,0.2317260944
9417,2.0000018834,1.0259573574,0.2317260944
9418,2.0000018834,1.0259573574,0.2317260944
9419,2.0000018834,1.0259573574,0.2317260944
9420,2.0000018834,1.0259573574,0.2317260944
9421,2.0000018834,1.0259573574,0.2317260944
9422,2.0000018834,1.0259573574,0.2317260944
9423,2.0000018834,1.0259573574,0.2317260944
9424,2.0000018834,1.0259573574,0.2317260944
9425,2.0000018834,1.0259573574,0.2317260944
9426,2.0000018834,1.0259573574,0.2317260944
9427,2.0000018834,1.0259573574,0.2317260944
9428,2.0000018834,1.0259573574,0.2317260944
